Conferência,Quantidade Etapas,Título Etapa,Url Etapa,Descricao Etapa,Inscritos Etapa,Regiao Etapa,Status Etapa,Data Etapa,Propostas Etapa,Quantidade Propostas Etapa
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª CONFERÊNCIA MUNICIPAL DO MEIO AMBIENTE DO MUNICIPIO DE BARREIRINHA(AM) - EMERGÊNCIA CLIMÁTICA: O DESAFIO DA TRANSFORMAÇÃO ECOLÓGICA,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/678,"A 2ª Conferência Municipal do Meio Ambiente (CMMA), do Município de Barreirinha-AM será realizada em duas etapas na modalidade presencial, obedecendo os documentos base da CNMA. Primeiramente serão realizadas as Pré Conferências nos distritos do interior do município de 22 a 29 de novembro. No dia 13 de dezembro de 2024 no Centro Cultural Theodoro Dutra acontecerá a CNMA.
A partir do decreto Nº 656/2024 da Secretaria Municipal de Administração e Planejamento (SEMAP), foi convocada a CMMA em conformidade com a Portaria do Ministério do Meio Ambiente e Mudanças do Clima nº 1.045 de 22 de abril de 2024. Com Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 11/11/2024 - Nº 3735.
Democratizar a participação da sociedade em geral nas discussões dos Eixos Temáticos da 2ª CMMA, significa incentivar os munícipes a se atentarem para as problemáticas ambientais agravadas nos últimos anos, por exemplo as estiagens severas  e sua consequências. Desta forma, objetiva-se durante este evento analisar as demandas relacionadas ao tema, buscando aprimorar as propostas de acordo com a realidade vigente, com intuito de Mitigar as problemáticas, com Adaptação de acordo com a realidade local na Preparação para Desastres extremos, sempre focando na Justiça Climática e acreditando na Transformação Ecológica como algo possível por meio de Governança responsável e da Educação Ambiental da população em geral, atribuindo garantia de vida justa às presentes e futuras gerações.
A 2ª CMMA tem por objetivo analisar, propor e deliberar propostas com base na realidade local, e eleger pessoas delegadas para 5ª Conferência Estadual do Meio Ambiente, nos termos da Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.045 de 22 de abril de 2024, que convoca a 5ª Conferência do Meio Ambiente - 5ª CNMA.",0,"Barreirinha, Amazonas",Não informado,24 de Janeiro 2025 08:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37457', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37459', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37455', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37458', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37461', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37466']",6
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal do Meio Ambiente - Emergência climática: o desafio da transformação ecológica.,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1113,"A Prefeitura do Município de Piracicaba, por meio do Decreto nº 20.200/2024, convoca a 2ª Conferência Municipal do Meio Ambiente, que ocorrerá no dia 30 de novembro de 2024, na Escola Superior de Agricultura ""Luiz de Queiroz"" (ESALQ/USP). Com o tema central ""Emergência Climática: o Desafio da Transformação Ecológica"", o evento tem como principais objetivos fomentar a elaboração colaborativa de propostas para enfrentar a emergência climática no município e eleger delegados(as) para representar Piracicaba na 5ª Conferência Estadual do Meio Ambiente. As propostas resultantes dessa etapa municipal serão apresentadas na Conferência Estadual, prevista para 2025. A Conferência Municipal será uma oportunidade para mobilizar a sociedade, promovendo reflexões e ações concretas diante dos desafios ambientais atuais, contribuindo para a construção de um território mais sustentável.",Não informado,"Piracicaba, São Paulo",Não informado,30 de Novembro 2024 09:00 às 13:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27784', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27785', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27786', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27787', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27788', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27789', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27790', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27791', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27792', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27793']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal do Meio Ambiente Triunfo - RS,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/467,"2ª Conferência Municipal do Meio Ambiente Triunfo - RS, tem por objetivo analisar, propor e deliberar propostas com base na realidade local, e eleger pessoas delegadas para 5ª Conferência Estadual do Meio Ambiente, nos termos da Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079 de 10 de junho de 2024, que convoca a 5ª Conferência Nacional do Meio Ambiente - 5ª CNMA.",Não informado,"Triunfo, Rio Grande do Sul",Não informado,06 de Novembro 2024 08:30 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21902', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21903', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21904', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21905', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21906', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21907', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21908', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21909', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21910', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21911']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Regional de Meio Ambiente - Região de Integração de Carajás,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1044,"Realização da Conferência Regional de Meio Ambiente para a Região de Integração de Carajás.
Município sede: Canaã dos Carajás.
Municípios confirmados: Bom Jesus do Tocantins, Curionópolis, Marabá e Parauapebas,",Não informado,"Canaã dos Carajás, Pará",Não informado,27 de Novembro 2024 08:00 às 16:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Regional de Meio Ambiente - Região de Integração de Carajás,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1537,"A 2ª Conferência Regional de Meio Ambiente - Região de Integração de Carajás, ocorreu no dia 27/12/2024, na Câmara Municipal de Canaã dos Carajás, contando com a participação de representantes dos seguintes municípios: Canaã dos Carajás, Parauapebas, Bom Jesus do Tocantins, Marabá, Curionópolis.",0,"Canaã dos Carajás, Pará",Não informado,27 de Novembro 2024 08:00 às 17:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2° Conferência Municipal de Meio Ambiente de Cachoeira do Piriá - PA,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1918,"A 2ª Conferência Municipal de Meio Ambiente de Cachoeira do Piriá - PA será um marco na construção de políticas públicas e ações estratégicas voltadas para a sustentabilidade e o combate às mudanças climáticas. O evento abordará cinco eixos temáticos centrais: Mitigação, com foco na redução da emissão de gases de efeito estufa; Adaptação e Preparação para Desastres, promovendo a prevenção de riscos e a redução de perdas e danos; Justiça Climática, buscando superar desigualdades e garantir que as ações climáticas sejam inclusivas; Transformação Ecológica, enfatizando a transição para modelos sustentáveis de desenvolvimento; e Governança e Educação Ambiental, fortalecendo a participação social e o controle na construção de uma economia descarbonizada e mais inclusiva. A conferência será um espaço de debate, aprendizado e engajamento, essencial para o futuro ambiental e social do município.",0,"Cachoeira do Piriá, Pará",Não informado,24 de Janeiro 2025 07:30 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38331', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38340', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38346', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38349', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38353', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38358', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38366', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38388', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38368', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38376']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2 Conferência Municipal do Meio Ambiente - Emergência Climática - O desafio da transformação ecológica,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/541,A 2 Conferência Municipal tem por objetivo colocar o município do Rio Grande/RS no debate dos desafios concernentes a Emergência Climática proposta pelo Governo Federal.,0,"Rio Grande, Rio Grande do Sul",Não informado,03 de Dezembro 2024 08:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40961', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40967', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40962', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40963', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40964', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40965', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40966', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40968', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40969', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40970']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2º CONFERÊNCIA INTERMUNICIPAL DO MEIO AMBIENTE,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1089,"A 2ª Conferência Intermunicipal do Meio Ambiente tem como objetivo promover um diálogo amplo e inclusivo sobre a emergência climática. A iniciativa permitirá que toda a população brasileira possa propor soluções baseadas na realidade local para o enfrentamento das mudanças climáticas. Além disso, a conferência elegerá os(as) delegados(as) para a 5ª Conferência Estadual do Meio Ambiente, nos termos da Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024, que convoca a 5ª Conferência Nacional do Meio Ambiente.",Não informado,"Crateús, Ceará",Não informado,11 de Dezembro 2024 08:00 às 14:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33089', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33090', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33091', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33092', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33093', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33094', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33096', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33098', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33088', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33097']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2º Conferência Municipal de Meio Ambiente,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1252,"Aos 05 dias de dezembro de 2024 foi realizada a 2° Conferência de Meio Ambiente do Município de Ourém, realizado pela secretaria de Meio Ambiente (SEMMA), que ocorreu no auditório da secretaria de educação (SEMED). Deu-se inicio as 08:30 horas, as 09:00 horas foi realizada a abertura oficial do evento com a formação da mesa de abertura . Foi lido o regulamento da 2º conferência. As 09:30 houve uma palestra sobre as mudanças climáticas . Logo após a palestra iniciou a formação de grupos para tratar sobre os 5 eixos temáticos da conferência. Após a formulação das propostas, foi realizada a votação para a escolha das duas melhores propostas de cada eixo. Por fim foi feita a votação para a escolha dos delegados da 2° conferência de meio ambiente de Ourém. Após esse momento foi dada for finalizada a 2° conferência de meio ambiente.",0,"Ourém, Pará",Não informado,05 de Dezembro 2024 08:00 às 14:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2º Conferência Municipal de Meio Ambiente,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1252,"Aos 05 dias de dezembro de 2024 foi realizada a 2° Conferência de Meio Ambiente do Município de Ourém, realizado pela secretaria de Meio Ambiente (SEMMA), que ocorreu no auditório da secretaria de educação (SEMED). Deu-se inicio as 08:30 horas, as 09:00 horas foi realizada a abertura oficial do evento com a formação da mesa de abertura . Foi lido o regulamento da 2º conferência. As 09:30 houve uma palestra sobre as mudanças climáticas . Logo após a palestra iniciou a formação de grupos para tratar sobre os 5 eixos temáticos da conferência. Após a formulação das propostas, foi realizada a votação para a escolha das duas melhores propostas de cada eixo. Por fim foi feita a votação para a escolha dos delegados da 2° conferência de meio ambiente de Ourém. Após esse momento foi dada for finalizada a 2° conferência de meio ambiente.",0,"Ourém, Pará",Não informado,05 de Dezembro 2024 08:00 às 14:00,[],0
