Plano,Quantidade Propostas,Título Proposta,Descrição Proposta,Link,Votos,Autor
Não tem o titulo na página,1292 propostas encontradas,Jovem Empreendedor,"Objetivo: Capacitar jovens em práticas de empreendedorismo sustentável e tecnologias verdes, criando oportunidades de emprego e engajamento em projetos que contribuam para a mitigação e adaptação às mudanças climáticas.
Ao capacitar jovens em práticas de sustentabilidade e oferecer oportunidades para desenvolverem projetos empreendedores, é possível criar uma nova geração de líderes ambientais, ao mesmo tempo em que se promove a inclusão social e o desenvolvimento econômico sustentável.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19681,16,Walinson Bezerra
Não tem o titulo na página,1292 propostas encontradas,Agricultura familiar,É necessário um plano de adaptação específico para a agricultura familiar,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18105,3,GABRIELA
Não tem o titulo na página,1292 propostas encontradas,Criação de Conselhos de Limpeza Urbana sensíveis ao bioma costeiro marinho,"Destinar recursos para a criação de Conselhos de Limpeza Urbana sensíveis ao bioma costeiro marinho. Esses conselhos seriam responsáveis por promover práticas de limpeza urbana que considerem a sustentabilidade e a proteção dos ecossistemas costeiros. Além disso, eles realizariam iniciativas de promoção de políticas públicas municipais, garantindo a inclusão e escuta da população local afetada.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19269,28,Anne
Não tem o titulo na página,1292 propostas encontradas,Educacao animalista,"9. Educação e Conhecimento Científico
Sugestão
Título: Educação Animalista e Pesquisa para a Saúde Planetária
Descrição: A superação da tripla crise planetária – a crise das mudanças climáticas, a crise da perda de natureza e de biodiversidade e a crise da poluição e do desperdício – não ocorrerá sem mudanças de comportamento individual em larga escala. Amparada na saúde do meio-ambiente, das pessoas e dos animais, a Saúde Planetária, assim como as escolhas e os hábitos que a sustentam, deve",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19092,180,Vania
Não tem o titulo na página,1292 propostas encontradas,ICMS Verde para os fundos municipais de meio ambiente,Definir a cota de repasse dos governos estaduais para os municípios brasileiros para fins de gestão ambiental e emergência climática como assim faz o estado do Pará. A cota adotada pelo Pará atualmente é de 8% do ICMS assim chamado ICMS Verde para serem utilizados pelo fundo municipal de meio ambiente e gerenciamento pelo conselho municipal de meio ambiente.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18078,9,CARLOS
Não tem o titulo na página,1292 propostas encontradas,Prevenção aos Eventos Climáticos,"Em princípio entendo que precisamos, antecipar os processos preventivos aos eventos climáticos.
Com maior números de brigadas e permanentes, e processos preventivos de asseiros em regiões de riscos.
E de política pública de informação e formação, permanente e continua de esclarecimentos sobre o problema climáticos em todos os Orgãos dos Municípios e Estados do Brasil; Escolas, Associações, etc.
Adquirir Tecnologia usada nos EUA e Europa, como Sensores termostatos de calor nas Reservas etc!",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20007,0,Erli
Não tem o titulo na página,1292 propostas encontradas,Sobretaxar GASOLINA e reduzir tributação sobre etanol.,"De forma a estimular a TRANSIÇÃO para COMBUSTÍVEIS RENOVÁVEIS e de menor emissão de CO2, TRANSFERIR parte da TRIBUTAÇÃO incidente sobre o ETANOL para a GASOLINA, reduzindo assim o preço do etanol em relação à gasolina. Hoje, a Petrobras mantem a relação etanol/gasolina próxima dos 70%, em linha com a eficiência energética de cada combustível.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19634,3,ALEXANDRE
Não tem o titulo na página,1292 propostas encontradas,Transição justa para o meio ambiente e para a classe trabalhadora:,"Assegurar que todos os empregos criados no contexto da transição verde respeitem os direitos trabalhistas fundamentais, incluindo condições de trabalho seguras, salários dignos, direito a aposentadoria e liberdade de associação sindical.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19497,9,ELAINE
Não tem o titulo na página,1292 propostas encontradas,Implementar governança climática nos investimentos do FGTS,"O FGTS ´é o principal fundo que investe em habitação e no desenvolvimento das cidades (saneamento, transporte, infraestrutura). Mas, segundo seu relatório de gestão, não há indicadores ou diretrizes para redução de emissão de carbono em seus investimentos.
A proposta é que o Conselho Curador do FGTS, cuja gestão tem grande influência do governo federal, implemente uma governança climática, conforme diretrizes detalhadas em: http://repositorio.enap.gov.br/handle/1/7966.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19543,85,ANTONIO
Não tem o titulo na página,1292 propostas encontradas,Ações de desenvolvimento em florestas de várzeas e manguezais na costa Brasileira.,"Criação de plano de ação em etnodesenvolvimento, para conservação da floresta de várzea e manguezais propõem, acorde de pesca para a manutenção dos recursos e gestão da biodiversidade costeira e varzenteira, na produção e coleta de alimentos desses espaços, o plano será construído ouvindo pescadores tradicionais, agricultores, quilombolas que utilizam destas áreas para o autosustento alimentar e respeitara os ciclos reprodutivos dos animais, estações do ano, produtos das floresta e outros.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19462,40,ADENILSE
Não tem o titulo na página,1292 propostas encontradas,Regulamentação e rastreio nas vendas de equipamentos de mineração.,"Regulamentar as vendas e cadastrar equipamentos de mineração e identificar dos mesmos para evitar o uso indevido em áreas não autorizadas, criando um sistema detalhado de cadastro e rastreamento para fiscalização. Para combater a introdução de maquinários em garimpos ilegais, é necessário um conjunto abrangente de estratégias que envolvem autoridades governamentais, fiscalização, e a colaboração da comunidade.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19579,35,ALICIA
Não tem o titulo na página,1292 propostas encontradas,Desmatamento Zero,Temos que parar o desmatamento no Brasil urgentemente. Nossas florestas estão sendo derrubadas. São as florestas que regulam o clima: sem elas teremos mais enchentes e mais seca. Nossos biomas tem que ser preservados: sem eles não haverá vida.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19953,4,ELIO
Não tem o titulo na página,1292 propostas encontradas,Biodigestor de gás Natural,"O Biodigestor é uma solução para reaproveitar restos de lixo orgânico, fezes de galináceos, entre outros dejetos, transformando em gás que poderá ser utilizado no fogão residencial, podendo ser uma solução para famílias que vivem em situação de vulnerabilidade social, em empresas que geram toneladas/dia de Resíduos.
O Biodigestor de nome Rodolfo tem baixo custo de produção e fácil manuseio.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18120,5,FABIOLA
Não tem o titulo na página,1292 propostas encontradas,Centro de referência em sustentabilidade nas periferias,"Centro de referência voltado com oficinas e atividades as mulheres com implantação de hortas, cozinhas solidária e lavandeira comunitária sustentável com produtos ecológico e sistema de biodigestor e energia solar.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19041,5,Poliana
Não tem o titulo na página,1292 propostas encontradas,"Ecocídio, o crime ambiental","Crimes ambientais devem ser tratados como hediondos e inafiançáveis. E devem ser julgados com agilidade, lisura e sem brechas para mandantes e executores. Deve ser entendido como de altíssima periculosidade.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20072,"1
voto",Denise
Não tem o titulo na página,1292 propostas encontradas,Criação de viveiros de plantas nativas,"Criação de viveiros de plantas nativas para o plantio massivo nas áreas degradadas do país, em especial nas áreas degradadas pelas cheias no RS, com a contratação de um grande contingente de pessoas para atuar nisso e a remuneração vindo do fundo de restauração do RS e nas demais regiões do país do fundo Clima, fundo Amazônia e outros.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/17968,31,Rejane
Não tem o titulo na página,1292 propostas encontradas,Apicultura na floresta,"Desenvolver apicultura e meliponídeos de forma racional e sustentável com populações indígenas, buscando alternativas sócios econômicas para melhorar a nutrição alimentar e melhorar a renda dessas comunidades, dessa forma preservando as florestas nativas promovendo a biodiversidade ( manutenção das águas) das espécies vegetais através da polinização, aumentando a produtividade de maneira geral.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20215,0,PAULO
Não tem o titulo na página,1292 propostas encontradas,Fomentar o acesso dos pequenos e médios produtores rurais ao mercado de carbono brasileiro,"O potencial dos produtores rurais no mercado de carbono brasileiro é enorme. Em área total, mais da metade do território rural do país integra propriedades de até 1.000 hectares. Entretanto, sem a viabilização de uma estrutura de assistência jurídica, fiscal e técnica não será possível garantir segurança mínima aos potenciais investidores. É essencial enfrentar obstáculos e subsidiar possíveis soluções para engajar os produtores rurais de porte pequeno e médio na agenda de sustentabilidade.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19505,58,Bruna
Não tem o titulo na página,1292 propostas encontradas,Proposta de criação de uma Agência Nacional de Meteorologia (Anamet),"A criação da Anamet visa reestruturar o serviço meteorológico brasileiro, promovendo eficiência, eficácia, coordenação e avanço tecnológico. Sua implementação depende da aprovação da PEC 564/2006 e criação do Conselho Nacional de Meteorologia (Conamet). A Anamet coordenará investimentos em tecnologia, formulação de políticas e alertas de eventos meteorológicos extremos, visando melhorar previsões, alertas e pesquisas, fortalecendo a gestão de riscos e desastres e o desenvolvimento do país.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18062,146,HUGO
